"Task_ID","Scenario_ID","Trial_num","Run_num","Year","Month","Num_services","Service_time","Health_benefit"
"Diarrhea_U5","Basic package no fertility decline",1,1,2020,6,147,795,NA
"Parasites_U5","Basic package no fertility decline",1,1,2020,6,42,228,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2020,6,12,74,NA
"Contraception","Basic package no fertility decline",1,1,2020,6,120,562,NA
"HIV_test","Basic package no fertility decline",1,1,2020,6,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2020,6,63,318,NA
"SmokingCessation","Basic package no fertility decline",1,1,2020,6,1,5,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2020,6,6,64,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2020,6,6,66,NA
"ANC","Basic package no fertility decline",1,1,2020,7,50,599,NA
"Newborn","Basic package no fertility decline",1,1,2020,7,26,758,NA
"WellChild","Basic package no fertility decline",1,1,2020,7,53,254,NA
"RI_yr1","Basic package no fertility decline",1,1,2020,7,27,127,NA
"RI_yr2","Basic package no fertility decline",1,1,2020,7,0,0,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2020,7,147,795,NA
"Parasites_U5","Basic package no fertility decline",1,1,2020,7,42,228,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2020,7,14,85,NA
"Contraception","Basic package no fertility decline",1,1,2020,7,120,562,NA
"HIV_test","Basic package no fertility decline",1,1,2020,7,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2020,7,73,372,NA
"SmokingCessation","Basic package no fertility decline",1,1,2020,7,1,5,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2020,7,7,75,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2020,7,7,77,NA
"ANC","Basic package no fertility decline",1,1,2020,8,54,655,NA
"Newborn","Basic package no fertility decline",1,1,2020,8,26,758,NA
"WellChild","Basic package no fertility decline",1,1,2020,8,50,237,NA
"RI_yr1","Basic package no fertility decline",1,1,2020,8,26,119,NA
"RI_yr2","Basic package no fertility decline",1,1,2020,8,0,0,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2020,8,147,795,NA
"Parasites_U5","Basic package no fertility decline",1,1,2020,8,42,228,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2020,8,24,132,NA
"Contraception","Basic package no fertility decline",1,1,2020,8,120,562,NA
"HIV_test","Basic package no fertility decline",1,1,2020,8,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2020,8,58,296,NA
"SmokingCessation","Basic package no fertility decline",1,1,2020,8,1,5,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2020,8,6,60,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2020,8,6,61,NA
"ANC","Basic package no fertility decline",1,1,2020,9,50,593,NA
"Newborn","Basic package no fertility decline",1,1,2020,9,26,758,NA
"WellChild","Basic package no fertility decline",1,1,2020,9,104,494,NA
"RI_yr1","Basic package no fertility decline",1,1,2020,9,26,123,NA
"RI_yr2","Basic package no fertility decline",1,1,2020,9,0,0,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2020,9,147,795,NA
"Parasites_U5","Basic package no fertility decline",1,1,2020,9,42,228,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2020,9,40,216,NA
"Contraception","Basic package no fertility decline",1,1,2020,9,120,562,NA
"HIV_test","Basic package no fertility decline",1,1,2020,9,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2020,9,75,383,NA
"SmokingCessation","Basic package no fertility decline",1,1,2020,9,1,5,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2020,9,8,78,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2020,9,8,79,NA
"ANC","Basic package no fertility decline",1,1,2020,10,55,672,NA
"Newborn","Basic package no fertility decline",1,1,2020,10,26,758,NA
"WellChild","Basic package no fertility decline",1,1,2020,10,98,467,NA
"RI_yr1","Basic package no fertility decline",1,1,2020,10,40,184,NA
"RI_yr2","Basic package no fertility decline",1,1,2020,10,0,0,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2020,10,147,795,NA
"Parasites_U5","Basic package no fertility decline",1,1,2020,10,42,228,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2020,10,58,322,NA
"Contraception","Basic package no fertility decline",1,1,2020,10,120,562,NA
"HIV_test","Basic package no fertility decline",1,1,2020,10,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2020,10,102,521,NA
"SmokingCessation","Basic package no fertility decline",1,1,2020,10,1,5,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2020,10,10,106,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2020,10,10,108,NA
"ANC","Basic package no fertility decline",1,1,2020,11,52,625,NA
"Newborn","Basic package no fertility decline",1,1,2020,11,26,758,NA
"WellChild","Basic package no fertility decline",1,1,2020,11,154,734,NA
"RI_yr1","Basic package no fertility decline",1,1,2020,11,39,180,NA
"RI_yr2","Basic package no fertility decline",1,1,2020,11,0,0,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2020,11,147,795,NA
"Parasites_U5","Basic package no fertility decline",1,1,2020,11,42,228,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2020,11,67,369,NA
"Contraception","Basic package no fertility decline",1,1,2020,11,120,562,NA
"HIV_test","Basic package no fertility decline",1,1,2020,11,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2020,11,106,541,NA
"SmokingCessation","Basic package no fertility decline",1,1,2020,11,1,5,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2020,11,11,110,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2020,11,11,112,NA
"ANC","Basic package no fertility decline",1,1,2020,12,57,699,NA
"Newborn","Basic package no fertility decline",1,1,2020,12,26,758,NA
"WellChild","Basic package no fertility decline",1,1,2020,12,147,702,NA
"RI_yr1","Basic package no fertility decline",1,1,2020,12,40,186,NA
"RI_yr2","Basic package no fertility decline",1,1,2020,12,0,0,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2020,12,147,795,NA
"Parasites_U5","Basic package no fertility decline",1,1,2020,12,42,228,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2020,12,67,369,NA
"Contraception","Basic package no fertility decline",1,1,2020,12,120,562,NA
"HIV_test","Basic package no fertility decline",1,1,2020,12,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2020,12,70,356,NA
"SmokingCessation","Basic package no fertility decline",1,1,2020,12,1,5,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2020,12,7,72,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2020,12,7,74,NA
"ANC","Basic package no fertility decline",1,1,2021,1,57,688,NA
"Newborn","Basic package no fertility decline",1,1,2021,1,27,797,NA
"WellChild","Basic package no fertility decline",1,1,2021,1,150,712,NA
"RI_yr1","Basic package no fertility decline",1,1,2021,1,52,241,NA
"RI_yr2","Basic package no fertility decline",1,1,2021,1,0,0,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2021,1,140,757,NA
"Parasites_U5","Basic package no fertility decline",1,1,2021,1,44,237,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2021,1,74,406,NA
"Contraception","Basic package no fertility decline",1,1,2021,1,135,636,NA
"HIV_test","Basic package no fertility decline",1,1,2021,1,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2021,1,63,322,NA
"SmokingCessation","Basic package no fertility decline",1,1,2021,1,1,5,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2021,1,6,57,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2021,1,5,50,NA
"ANC","Basic package no fertility decline",1,1,2021,2,56,679,NA
"Newborn","Basic package no fertility decline",1,1,2021,2,27,797,NA
"WellChild","Basic package no fertility decline",1,1,2021,2,150,715,NA
"RI_yr1","Basic package no fertility decline",1,1,2021,2,51,236,NA
"RI_yr2","Basic package no fertility decline",1,1,2021,2,0,0,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2021,2,140,757,NA
"Parasites_U5","Basic package no fertility decline",1,1,2021,2,44,237,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2021,2,56,306,NA
"Contraception","Basic package no fertility decline",1,1,2021,2,135,636,NA
"HIV_test","Basic package no fertility decline",1,1,2021,2,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2021,2,61,308,NA
"SmokingCessation","Basic package no fertility decline",1,1,2021,2,1,5,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2021,2,5,55,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2021,2,5,47,NA
"ANC","Basic package no fertility decline",1,1,2021,3,55,662,NA
"Newborn","Basic package no fertility decline",1,1,2021,3,27,797,NA
"WellChild","Basic package no fertility decline",1,1,2021,3,147,698,NA
"RI_yr1","Basic package no fertility decline",1,1,2021,3,49,232,NA
"RI_yr2","Basic package no fertility decline",1,1,2021,3,0,0,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2021,3,140,757,NA
"Parasites_U5","Basic package no fertility decline",1,1,2021,3,44,237,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2021,3,20,115,NA
"Contraception","Basic package no fertility decline",1,1,2021,3,135,636,NA
"HIV_test","Basic package no fertility decline",1,1,2021,3,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2021,3,57,291,NA
"SmokingCessation","Basic package no fertility decline",1,1,2021,3,1,5,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2021,3,5,52,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2021,3,4,45,NA
"ANC","Basic package no fertility decline",1,1,2021,4,54,653,NA
"Newborn","Basic package no fertility decline",1,1,2021,4,27,797,NA
"WellChild","Basic package no fertility decline",1,1,2021,4,144,686,NA
"RI_yr1","Basic package no fertility decline",1,1,2021,4,47,213,NA
"RI_yr2","Basic package no fertility decline",1,1,2021,4,13,70,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2021,4,140,757,NA
"Parasites_U5","Basic package no fertility decline",1,1,2021,4,44,237,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2021,4,8,50,NA
"Contraception","Basic package no fertility decline",1,1,2021,4,135,636,NA
"HIV_test","Basic package no fertility decline",1,1,2021,4,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2021,4,57,292,NA
"SmokingCessation","Basic package no fertility decline",1,1,2021,4,1,5,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2021,4,5,52,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2021,4,4,45,NA
"ANC","Basic package no fertility decline",1,1,2021,5,51,620,NA
"Newborn","Basic package no fertility decline",1,1,2021,5,27,797,NA
"WellChild","Basic package no fertility decline",1,1,2021,5,140,663,NA
"RI_yr1","Basic package no fertility decline",1,1,2021,5,52,245,NA
"RI_yr2","Basic package no fertility decline",1,1,2021,5,13,66,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2021,5,140,757,NA
"Parasites_U5","Basic package no fertility decline",1,1,2021,5,44,237,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2021,5,11,64,NA
"Contraception","Basic package no fertility decline",1,1,2021,5,135,636,NA
"HIV_test","Basic package no fertility decline",1,1,2021,5,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2021,5,61,308,NA
"SmokingCessation","Basic package no fertility decline",1,1,2021,5,1,5,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2021,5,5,55,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2021,5,5,47,NA
"ANC","Basic package no fertility decline",1,1,2021,6,56,670,NA
"Newborn","Basic package no fertility decline",1,1,2021,6,27,797,NA
"WellChild","Basic package no fertility decline",1,1,2021,6,131,622,NA
"RI_yr1","Basic package no fertility decline",1,1,2021,6,49,225,NA
"RI_yr2","Basic package no fertility decline",1,1,2021,6,13,67,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2021,6,140,757,NA
"Parasites_U5","Basic package no fertility decline",1,1,2021,6,44,237,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2021,6,14,78,NA
"Contraception","Basic package no fertility decline",1,1,2021,6,135,636,NA
"HIV_test","Basic package no fertility decline",1,1,2021,6,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2021,6,74,375,NA
"SmokingCessation","Basic package no fertility decline",1,1,2021,6,1,5,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2021,6,6,67,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2021,6,6,58,NA
"ANC","Basic package no fertility decline",1,1,2021,7,52,626,NA
"Newborn","Basic package no fertility decline",1,1,2021,7,27,797,NA
"WellChild","Basic package no fertility decline",1,1,2021,7,146,693,NA
"RI_yr1","Basic package no fertility decline",1,1,2021,7,52,242,NA
"RI_yr2","Basic package no fertility decline",1,1,2021,7,12,63,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2021,7,140,757,NA
"Parasites_U5","Basic package no fertility decline",1,1,2021,7,44,237,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2021,7,16,89,NA
"Contraception","Basic package no fertility decline",1,1,2021,7,135,636,NA
"HIV_test","Basic package no fertility decline",1,1,2021,7,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2021,7,86,439,NA
"SmokingCessation","Basic package no fertility decline",1,1,2021,7,1,5,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2021,7,8,78,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2021,7,6,68,NA
"ANC","Basic package no fertility decline",1,1,2021,8,57,681,NA
"Newborn","Basic package no fertility decline",1,1,2021,8,27,797,NA
"WellChild","Basic package no fertility decline",1,1,2021,8,129,616,NA
"RI_yr1","Basic package no fertility decline",1,1,2021,8,52,240,NA
"RI_yr2","Basic package no fertility decline",1,1,2021,8,13,66,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2021,8,140,757,NA
"Parasites_U5","Basic package no fertility decline",1,1,2021,8,44,237,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2021,8,25,140,NA
"Contraception","Basic package no fertility decline",1,1,2021,8,135,636,NA
"HIV_test","Basic package no fertility decline",1,1,2021,8,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2021,8,69,349,NA
"SmokingCessation","Basic package no fertility decline",1,1,2021,8,1,5,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2021,8,6,62,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2021,8,5,54,NA
"ANC","Basic package no fertility decline",1,1,2021,9,51,616,NA
"Newborn","Basic package no fertility decline",1,1,2021,9,27,797,NA
"WellChild","Basic package no fertility decline",1,1,2021,9,150,715,NA
"RI_yr1","Basic package no fertility decline",1,1,2021,9,50,230,NA
"RI_yr2","Basic package no fertility decline",1,1,2021,9,12,65,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2021,9,140,757,NA
"Parasites_U5","Basic package no fertility decline",1,1,2021,9,44,237,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2021,9,42,230,NA
"Contraception","Basic package no fertility decline",1,1,2021,9,135,636,NA
"HIV_test","Basic package no fertility decline",1,1,2021,9,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2021,9,89,451,NA
"SmokingCessation","Basic package no fertility decline",1,1,2021,9,1,5,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2021,9,8,81,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2021,9,7,70,NA
"ANC","Basic package no fertility decline",1,1,2021,10,58,696,NA
"Newborn","Basic package no fertility decline",1,1,2021,10,27,797,NA
"WellChild","Basic package no fertility decline",1,1,2021,10,137,652,NA
"RI_yr1","Basic package no fertility decline",1,1,2021,10,52,242,NA
"RI_yr2","Basic package no fertility decline",1,1,2021,10,12,64,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2021,10,140,757,NA
"Parasites_U5","Basic package no fertility decline",1,1,2021,10,44,237,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2021,10,63,342,NA
"Contraception","Basic package no fertility decline",1,1,2021,10,135,636,NA
"HIV_test","Basic package no fertility decline",1,1,2021,10,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2021,10,121,614,NA
"SmokingCessation","Basic package no fertility decline",1,1,2021,10,1,5,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2021,10,11,109,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2021,10,9,95,NA
"ANC","Basic package no fertility decline",1,1,2021,11,53,646,NA
"Newborn","Basic package no fertility decline",1,1,2021,11,27,797,NA
"WellChild","Basic package no fertility decline",1,1,2021,11,159,757,NA
"RI_yr1","Basic package no fertility decline",1,1,2021,11,52,241,NA
"RI_yr2","Basic package no fertility decline",1,1,2021,11,13,69,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2021,11,140,757,NA
"Parasites_U5","Basic package no fertility decline",1,1,2021,11,44,237,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2021,11,72,392,NA
"Contraception","Basic package no fertility decline",1,1,2021,11,135,636,NA
"HIV_test","Basic package no fertility decline",1,1,2021,11,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2021,11,125,637,NA
"SmokingCessation","Basic package no fertility decline",1,1,2021,11,1,5,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2021,11,11,114,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2021,11,9,98,NA
"ANC","Basic package no fertility decline",1,1,2021,12,60,721,NA
"Newborn","Basic package no fertility decline",1,1,2021,12,27,797,NA
"WellChild","Basic package no fertility decline",1,1,2021,12,152,723,NA
"RI_yr1","Basic package no fertility decline",1,1,2021,12,52,236,NA
"RI_yr2","Basic package no fertility decline",1,1,2021,12,12,63,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2021,12,140,757,NA
"Parasites_U5","Basic package no fertility decline",1,1,2021,12,44,237,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2021,12,72,392,NA
"Contraception","Basic package no fertility decline",1,1,2021,12,135,636,NA
"HIV_test","Basic package no fertility decline",1,1,2021,12,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2021,12,83,420,NA
"SmokingCessation","Basic package no fertility decline",1,1,2021,12,1,5,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2021,12,7,75,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2021,12,6,65,NA
"ANC","Basic package no fertility decline",1,1,2022,1,59,708,NA
"Newborn","Basic package no fertility decline",1,1,2022,1,28,821,NA
"WellChild","Basic package no fertility decline",1,1,2022,1,154,734,NA
"RI_yr1","Basic package no fertility decline",1,1,2022,1,53,251,NA
"RI_yr2","Basic package no fertility decline",1,1,2022,1,11,56,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2022,1,162,877,NA
"Parasites_U5","Basic package no fertility decline",1,1,2022,1,38,205,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2022,1,80,437,NA
"Contraception","Basic package no fertility decline",1,1,2022,1,132,621,NA
"HIV_test","Basic package no fertility decline",1,1,2022,1,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2022,1,58,297,NA
"SmokingCessation","Basic package no fertility decline",1,1,2022,1,1,6,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2022,1,6,58,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2022,1,4,47,NA
"ANC","Basic package no fertility decline",1,1,2022,2,58,700,NA
"Newborn","Basic package no fertility decline",1,1,2022,2,28,821,NA
"WellChild","Basic package no fertility decline",1,1,2022,2,155,737,NA
"RI_yr1","Basic package no fertility decline",1,1,2022,2,54,246,NA
"RI_yr2","Basic package no fertility decline",1,1,2022,2,11,57,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2022,2,162,877,NA
"Parasites_U5","Basic package no fertility decline",1,1,2022,2,38,205,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2022,2,61,333,NA
"Contraception","Basic package no fertility decline",1,1,2022,2,132,621,NA
"HIV_test","Basic package no fertility decline",1,1,2022,2,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2022,2,56,284,NA
"SmokingCessation","Basic package no fertility decline",1,1,2022,2,1,6,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2022,2,5,56,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2022,2,4,45,NA
"ANC","Basic package no fertility decline",1,1,2022,3,56,682,NA
"Newborn","Basic package no fertility decline",1,1,2022,3,28,821,NA
"WellChild","Basic package no fertility decline",1,1,2022,3,151,719,NA
"RI_yr1","Basic package no fertility decline",1,1,2022,3,53,240,NA
"RI_yr2","Basic package no fertility decline",1,1,2022,3,9,47,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2022,3,162,877,NA
"Parasites_U5","Basic package no fertility decline",1,1,2022,3,38,205,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2022,3,23,126,NA
"Contraception","Basic package no fertility decline",1,1,2022,3,132,621,NA
"HIV_test","Basic package no fertility decline",1,1,2022,3,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2022,3,53,269,NA
"SmokingCessation","Basic package no fertility decline",1,1,2022,3,1,6,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2022,3,5,53,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2022,3,4,42,NA
"ANC","Basic package no fertility decline",1,1,2022,4,56,673,NA
"Newborn","Basic package no fertility decline",1,1,2022,4,28,821,NA
"WellChild","Basic package no fertility decline",1,1,2022,4,149,707,NA
"RI_yr1","Basic package no fertility decline",1,1,2022,4,48,222,NA
"RI_yr2","Basic package no fertility decline",1,1,2022,4,14,73,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2022,4,162,877,NA
"Parasites_U5","Basic package no fertility decline",1,1,2022,4,38,205,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2022,4,10,56,NA
"Contraception","Basic package no fertility decline",1,1,2022,4,132,621,NA
"HIV_test","Basic package no fertility decline",1,1,2022,4,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2022,4,53,269,NA
"SmokingCessation","Basic package no fertility decline",1,1,2022,4,1,6,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2022,4,5,53,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2022,4,4,42,NA
"ANC","Basic package no fertility decline",1,1,2022,5,52,639,NA
