"","Scenario_ID","Year","ClinicalCat","ClinicalOrNon","WeeksPerYr","CI05","CI25","MeanHrs","CI75","CI95","HrsPerWeek","BaselinePop","o_PopGrowth","o_Fertility_decr","o_MHIVTB_decr","o_ChildDis_decr","sheet_TaskValues","sheet_PopValues","sheet_SeasonalityCurves","sheet_Cadre","DeliveryModel","Geography_dontedit","Notes"
"11","BasicModel",2022,"Public Health","Clinical",48,46.8375,60.5041666666667,65.5866666666667,69.9375,89.43,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"12","BasicModel",2022,"Public Health","Non-clinical",48,239.8,265.65,283.768,296.55,319.38,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"13","BasicModel",2023,"-","Non-clinical",48,1440,1440,1440,1440,1440,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"14","BasicModel",2023,"-","Non-productive",48,1187.89,1260.45,1311.44,1362.15,1455.58,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"15","BasicModel",2023,"Acute","Clinical",48,1016.43666666667,1120.45833333333,1181.68666666666,1233.02916666666,1352.61916666666,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"16","BasicModel",2023,"Preventive","Clinical",48,1500.28083333333,1565.10416666667,1617.26533333333,1668.52083333333,1720.74666666667,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"17","BasicModel",2023,"Public Health","Clinical",48,49.2041666666667,60.9583333333333,69.5413333333333,74.3708333333333,95.0208333333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"18","BasicModel",2023,"Public Health","Non-clinical",48,242.72,274.25,291.78,309.75,337.1,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"19","BasicModel",2024,"-","Non-clinical",48,1440,1440,1440,1440,1440,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"20","BasicModel",2024,"-","Non-productive",48,1216.23,1265.85,1326.968,1367.3,1461.82,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"21","BasicModel",2024,"Acute","Clinical",48,1016.94916666667,1116.5625,1199.71033333333,1270.50416666667,1390.38666666666,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"22","BasicModel",2024,"Preventive","Clinical",48,1527.73416666667,1623.825,1657.01166666667,1705.0375,1785.42166666667,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"23","BasicModel",2024,"Public Health","Clinical",48,47.9183333333333,62.7666666666667,71.163,76.6083333333333,95.4316666666667,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"24","BasicModel",2024,"Public Health","Non-clinical",48,255.01,277.5,300.34,317.5,364.81,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"25","BasicModel",2025,"-","Non-clinical",48,1440,1440,1440,1440,1440,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"26","BasicModel",2025,"-","Non-productive",48,1429.4,1499.45,1558.684,1599.3,1727.46,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"27","BasicModel",2025,"Acute","Clinical",48,1013.34666666667,1120.05,1196.946,1266.50833333333,1388.63083333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"28","BasicModel",2025,"Preventive","Clinical",48,1532.30833333333,1631.84583333333,1696.26433333333,1733.99166666667,1847.18166666667,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"29","BasicModel",2025,"Public Health","Clinical",48,47.1633333333333,64.2,72.7633333333333,80.2625,98.6841666666666,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"30","BasicModel",2025,"Public Health","Non-clinical",48,255.61,284.3,306.988,329.3,375.91,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"31","BasicModel",2026,"-","Non-clinical",48,1440,1440,1440,1440,1440,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"32","BasicModel",2026,"-","Non-productive",48,1427.89,1500.65,1568.944,1637.15,1731.4,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"33","BasicModel",2026,"Acute","Clinical",48,1001.27833333333,1108.975,1188.23233333333,1262.45416666666,1382.34,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"34","BasicModel",2026,"Preventive","Clinical",48,1565.39166666667,1660.80833333333,1724.655,1765.23333333333,1945.645,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"35","BasicModel",2026,"Public Health","Clinical",48,51.055,63.1083333333333,73.6826666666667,82.7083333333333,98.2908333333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"36","BasicModel",2026,"Public Health","Non-clinical",48,253.44,287.6,312.668,331.45,372.19,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"37","BasicModel",2027,"-","Non-clinical",48,1440,1440,1440,1440,1440,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"38","BasicModel",2027,"-","Non-productive",48,1436.97,1514.75,1582.492,1657,1746.28,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"39","BasicModel",2027,"Acute","Clinical",48,991.340833333333,1119.3875,1180.81366666667,1264.425,1376.20166666667,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"40","BasicModel",2027,"Preventive","Clinical",48,1575.825,1684.6875,1760.17933333333,1816.8,2061.20083333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"41","BasicModel",2027,"Public Health","Clinical",48,50.3316666666667,65.4541666666667,77.312,88.2125,106.098333333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"42","BasicModel",2027,"Public Health","Non-clinical",48,249.57,296.55,321.228,340.3,411.79,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"43","BasicModel",2028,"-","Non-clinical",48,1440,1440,1440,1440,1440,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"44","BasicModel",2028,"-","Non-productive",48,1445.42,1533.35,1594.46,1656.85,1773.4,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"45","BasicModel",2028,"Acute","Clinical",48,965.302499999997,1098.9,1185.54266666666,1266.425,1416.64916666666,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"46","BasicModel",2028,"Preventive","Clinical",48,1581.40416666667,1710.56666666667,1802.48766666667,1864.37083333333,2127.77333333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"47","BasicModel",2028,"Public Health","Clinical",48,50.4791666666667,64.9333333333333,81.146,94.4625,114.499166666667,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"48","BasicModel",2028,"Public Health","Non-clinical",48,254.86,301.4,333.096,349.1,425.61,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"49","BasicModel",2029,"-","Non-clinical",48,1440,1440,1440,1440,1440,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"50","BasicModel",2029,"-","Non-productive",48,1435.15,1529.65,1606.396,1672.1,1801.42,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"51","BasicModel",2029,"Acute","Clinical",48,964.930833333333,1106.75833333333,1192.80566666666,1266.7875,1451.84166666666,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"52","BasicModel",2029,"Preventive","Clinical",48,1588.77333333333,1729.20833333333,1835.70833333333,1900.82916666667,2188.37916666667,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"53","BasicModel",2029,"Public Health","Clinical",48,49.945,66.975,82.9263333333333,94.0083333333333,120.975833333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"54","BasicModel",2029,"Public Health","Non-clinical",48,259.22,301.65,340.028,372.45,448,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"55","BasicModel",2030,"-","Non-clinical",48,1440,1440,1440,1440,1440,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"56","BasicModel",2030,"-","Non-productive",48,1675.09,1752.15,1836.8,1915.3,2040.02,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"57","BasicModel",2030,"Acute","Clinical",48,969.331666666665,1116.59166666666,1191.05766666666,1268.77916666666,1408.42,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"58","BasicModel",2030,"Preventive","Clinical",48,1627.26416666667,1754.02083333333,1869.52033333333,1953.45833333333,2228.08916666667,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"59","BasicModel",2030,"Public Health","Clinical",48,50.6183333333333,69.6625,84.3233333333333,99.7416666666666,129.9525,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"60","BasicModel",2030,"Public Health","Non-clinical",48,271.14,297.3,347.52,377.6,460.63,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"61","BasicModel",2031,"-","Non-clinical",48,1440,1440,1440,1440,1440,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"62","BasicModel",2031,"-","Non-productive",48,1718.05,1769.2,1858.384,1933.3,2038.06,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"63","BasicModel",2031,"Acute","Clinical",48,951.701666666666,1092.97916666667,1187.04866666666,1264.1625,1399.435,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"64","BasicModel",2031,"Preventive","Clinical",48,1644.91,1774.55833333333,1902.38066666667,2008.9625,2242.95916666667,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"65","BasicModel",2031,"Public Health","Clinical",48,47.42,68.6125,85.943,98.75,134.335833333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"66","BasicModel",2031,"Public Health","Non-clinical",48,273.21,309.75,354.136,388.15,470.08,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"67","BasicModel",2032,"-","Non-clinical",48,1440,1440,1440,1440,1440,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"68","BasicModel",2032,"-","Non-productive",48,1725.95,1777.25,1873.552,1971.95,2082.26,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"69","BasicModel",2032,"Acute","Clinical",48,958.238333333332,1096.15833333333,1186.69866666667,1269.79583333333,1436.80083333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"70","BasicModel",2032,"Preventive","Clinical",48,1688.1725,1775.67916666667,1937.92166666667,2067.03333333333,2260.135,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"71","BasicModel",2032,"Public Health","Clinical",48,45.665,68.6625,87.3316666666667,101.641666666667,145.795,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"72","BasicModel",2032,"Public Health","Non-clinical",48,269.14,313.55,355.884,389.8,473.67,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"73","BasicModel",2033,"-","Non-clinical",48,1440,1440,1440,1440,1440,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"74","BasicModel",2033,"-","Non-productive",48,1710.05,1789.35,1892.56,1969.95,2125.85,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"75","BasicModel",2033,"Acute","Clinical",48,955.848333333333,1093.55416666666,1189.89033333333,1270.81666666666,1464.31583333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"76","BasicModel",2033,"Preventive","Clinical",48,1687.0875,1804.37083333333,1976.5,2139.4875,2341.69083333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"77","BasicModel",2033,"Public Health","Clinical",48,50.7133333333333,65.7375,88.91,102.425,152.8425,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"78","BasicModel",2033,"Public Health","Non-clinical",48,269.35,321.45,364.584,392.95,488.74,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"79","BasicModel",2034,"-","Non-clinical",48,1440,1440,1440,1440,1440,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"80","BasicModel",2034,"-","Non-productive",48,1708.79,1824.75,1908.052,1965.5,2157.35,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"81","BasicModel",2034,"Acute","Clinical",48,960.14,1097.8875,1193.27633333333,1287.39166666666,1491.42,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"82","BasicModel",2034,"Preventive","Clinical",48,1718.83666666667,1844.30416666667,2012.13933333333,2184.80833333333,2392.07583333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"83","BasicModel",2034,"Public Health","Clinical",48,51.1858333333333,68.1375,92.123,106.145833333333,161.008333333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"84","BasicModel",2034,"Public Health","Non-clinical",48,260.98,324.85,370.22,409.15,501.73,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"85","BasicModel",2035,"-","Non-clinical",48,1440,1440,1440,1440,1440,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"86","BasicModel",2035,"-","Non-productive",48,1726.43,1816.25,1921.028,2014.5,2212.57,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"87","BasicModel",2035,"Acute","Clinical",48,932.1975,1090.69166666667,1195.58,1300.41666666667,1509.69083333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"88","BasicModel",2035,"Preventive","Clinical",48,1734.55666666666,1883.7625,2043.79866666667,2213.1875,2406.17333333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"89","BasicModel",2035,"Public Health","Clinical",48,50.8933333333333,69.7208333333333,93.0046666666667,105.2875,167.878333333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"90","BasicModel",2035,"Public Health","Non-clinical",48,255.15,323,374.632,418.45,485.54,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"91","ComprehensiveModel",2021,"-","Non-clinical",48,1440,1440,1440,1440,1440,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"92","ComprehensiveModel",2021,"-","Non-productive",48,1593.34,1661.95,1708.972,1764.2,1802.11,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"93","ComprehensiveModel",2021,"Acute","Clinical",48,1754.37166666666,1824.0125,1860.91533333333,1892.63333333333,1971.435,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"94","ComprehensiveModel",2021,"Chronic","Clinical",48,5.8,6.9,7.728,8.4,9.8,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"95","ComprehensiveModel",2021,"Preventive","Clinical",48,1449.35416666667,1499.99166666667,1549.509,1605.3125,1652.53666666667,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"96","ComprehensiveModel",2021,"Public Health","Clinical",48,50.6158333333333,58.1375,64.11,68.65,79.6566666666667,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"97","ComprehensiveModel",2021,"Public Health","Non-clinical",48,235.02,258.05,276.004,295.55,313.65,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"98","ComprehensiveModel",2022,"-","Non-clinical",48,1440,1440,1440,1440,1440,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"99","ComprehensiveModel",2022,"-","Non-productive",48,1608.86,1682.6,1725.456,1788.65,1827.77,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"100","ComprehensiveModel",2022,"Acute","Clinical",48,1742.21083333333,1834.10833333333,1884.06033333333,1943.39583333333,2000.06416666667,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"101","ComprehensiveModel",2022,"Chronic","Clinical",48,5.8,6.65,7.628,8.35,9.8,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"102","ComprehensiveModel",2022,"Preventive","Clinical",48,1469.27,1543.22916666667,1588.826,1634.60833333333,1718.90083333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"103","ComprehensiveModel",2022,"Public Health","Clinical",48,53.41,58.15,65.504,72.6333333333333,83.0558333333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"104","ComprehensiveModel",2022,"Public Health","Non-clinical",48,236.16,271.15,286.392,304.75,329.34,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"105","ComprehensiveModel",2023,"-","Non-clinical",48,1440,1440,1440,1440,1440,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"106","ComprehensiveModel",2023,"-","Non-productive",48,1611.25,1678.95,1738.536,1812.2,1841.68,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"107","ComprehensiveModel",2023,"Acute","Clinical",48,1763.81666666666,1856.39166666666,1910.196,1964.89583333333,2050.33916666666,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"108","ComprehensiveModel",2023,"Chronic","Clinical",48,5.4,6.5,7.66,8.75,10,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"109","ComprehensiveModel",2023,"Preventive","Clinical",48,1503.99833333333,1559.8625,1625.731,1684.87083333333,1762.66166666667,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
